Id,Label,Group,Attribute
5226,pop,word,5
5227,lyric,word,6
5228,burke,word,5
5229,predecessor,word,6
5230,intergender,word,9
5231,davis,word,5
5232,midget,word,7
5233,editor,word,19
5234,marsh,word,8
5235,aerial,word,6
5236,flying,word,9
5237,noah,word,5
5238,hit,word,6
5239,aaa,word,5
5240,closing,word,6
5241,otto,word,5
5242,boom,word,12
5243,crew,word,11
5244,library,word,7
5245,speaking,word,5
5246,cast,word,5
5247,biographical,word,5
5248,instrumental,word,13
5249,reading,word,7
5250,opera,word,20
5251,terry,word,5
5252,dynamite,word,5
5253,timber,word,7
5254,dominance,word,9
5255,pro wrestling,word,15
5256,performers,word,18
5257,wrestlers,word,105
5258,professional wrestling,word,72
5259,spectators,word,5
5260,characters,word,22
5261,storylines,word,7
5262,promotions,word,30
5263,professional wrestlers,word,9
5264,fighters,word,7
5265,audiences,word,5
5266,newspapers,word,6
5267,fans,word,11
5268,promoters,word,15
5269,championships,word,9
5270,stars,word,6
5271,magazines,word,11
5272,faces,word,8
5273,heels,word,10
5274,champions,word,6
5275,writers,word,6
5276,elements,word,6
5277,posts,word,5
5278,ropes,word,6
5279,scored,word,6
5280,referees,word,10
5281,contact with,word,8
5282,titles,word,9
5283,arts,word,14
5284,personalities,word,5
5285,tactics,word,11
5286,celebrities,word,5
5287,dura,word,16
5288,mater,word,6
5289,nurse,word,11
5290,catheter,word,64
5291,surgeon,word,11
5292,fidel,word,8
5293,pags,word,6
5294,sensation,word,15
5295,platelet,word,7
5296,spine,word,17
5297,lumbar,word,15
5298,thread,word,6
5299,puncture,word,22
5300,portable,word,5
5301,fluoroscopy,word,6
5302,invasive,word,10
5303,recipient,word,9
5304,clonidine,word,8
5305,oxytocin,word,20
5306,comfort,word,5
5307,disc,word,9
5308,stenosis,word,6
5309,csf,word,13
5310,postduralpuncture,word,6
5311,dural,word,6
5312,coagulopathy,word,8
5313,intracranial,word,6
5314,hypovolemia,word,5
5315,input,word,9
5316,spontaneously,word,7
5317,hematoma,word,6
5318,inadvertently,word,8
5319,subarachnoid,word,8
5320,brainstem,word,15
5321,bundle,word,7
5322,proficiency,word,6
5323,anatomical,word,5
5324,landmark,word,5
5325,tuohy,word,6
5326,axis,word,6
5327,xray,word,9
5328,locate,word,5
5329,safely,word,8
5330,sacral,word,7
5331,dogliotti,word,8
5332,caudal,word,8
5333,epidural space,word,40
5334,spinal cord,word,35
5335,epidural administration,word,12
5336,signals,word,5
5337,epidurals,word,6
5338,pain control,word,10
5339,epidural injection,word,8
5340,epidural analgesia,bigram,2
5341,nerves,word,10
5342,epidural catheter,word,10
5343,bones,word,5
5344,no analgesia,word,6
5345,dural puncture,word,6
5346,intracranial pressure,word,6
5347,local anesthetics,word,7
5348,larger,word,5
5349,subarachnoid space,word,8
5350,administrations,word,5
5351,epidural anesthesia,word,6
5352,tuohy needle,word,6
5353,births,word,7
5354,childbirths,word,8
5355,inverse,word,11
5356,orthosteric,word,8
5357,agonists,word,14
5358,antagonists,word,8
5359,arylcyclohexylamine,word,8
5360,hallucinogenic,word,7
5361,amine,word,11
5362,agonistic,word,5
5363,notation,word,6
5364,nmda receptor,word,6
5365,thinking,word,5
5366,midwestern,word,7
5367,thirdmost,word,5
5368,lo,word,5
5369,angeles,word,8
5370,architecture,word,15
5371,commerce,word,8
5372,ohare,word,12
5373,symphony,word,14
5374,wild,word,12
5375,onion,word,6
5376,garlic,word,7
5377,windy,word,5
5378,potawatomi,word,8
5379,louis,word,6
5380,firstever,word,5
5381,dougla,word,8
5382,auditorium,word,5
5383,freshwater,word,8
5384,steel,word,10
5385,jefferson,word,10
5386,chicagos,word,26
5387,columbian,word,13
5388,exposition,word,7
5389,midway,word,10
5390,migration,word,14
5391,memorial,word,5
5392,roosevelt,word,5
5393,daley,word,12
5394,flight,word,12
5395,culminate,word,7
5396,sear,word,6
5397,tower,word,18
5398,tall,word,7
5399,housing,word,9
5400,alderperson,word,5
5401,reelection,word,8
5402,freight,word,8
5403,reopen,word,9
5404,citywide,word,5
5405,elective,word,5
5406,clerk,word,6
5407,calumet,word,7
5408,waterborne,word,6
5409,warmer,word,6
5410,ridge,word,20
5411,burnham,word,7
5412,highrise,word,5
5413,flag,word,6
5414,lakefront,word,10
5415,avenue,word,12
5416,wood,word,9
5417,meter,word,11
5418,trail,word,12
5419,extension,word,14
5420,boulevard,word,8
5421,skyline,word,5
5422,indiana,word,10
5423,prairie,word,8
5424,polish,word,8
5425,shape,word,10
5426,fountain,word,5
5427,cooler,word,6
5428,snowy,word,5
5429,milder,word,10
5430,inland,word,14
5431,snow,word,6
5432,frontier,word,5
5433,lithuanian,word,9
5434,irreligious,word,6
5435,ancestry,word,14
5436,evangelical,word,7
5437,diocese,word,5
5438,protestant,word,7
5439,mainline,word,6
5440,baptist,word,5
5441,publishing,word,6
5442,beauty,word,5
5443,interconnected,word,5
5444,roger,word,6
5445,upscale,word,5
5446,abundant,word,12
5447,parkland,word,6
5448,conservatory,word,5
5449,barack,word,5
5450,obama,word,8
5451,distinctive,word,5
5452,accent,word,13
5453,theatre,word,25
5454,cso,word,5
5455,civic,word,8
5456,ballet,word,6
5457,troupe,word,5
5458,overseas,word,8
5459,artifact,word,7
5460,chicagostyle,word,7
5461,array,word,6
5462,beef,word,6
5463,dish,word,5
5464,journalism,word,9
5465,poetry,word,10
5466,tribune,word,10
5467,blackhawks,word,5
5468,marathon,word,12
5469,stream,word,5
5470,farm,word,14
5471,armed,word,6
5472,legacy,word,5
5473,moody,word,20
5474,wgn,word,6
5475,nationwide,word,16
5476,sneak,word,5
5477,herald,word,6
5478,club,word,12
5479,intercity,word,8
5480,francisco,word,7
5481,boston,word,7
5482,scooter,word,7
5483,pilot,word,9
5484,jump,word,13
5485,corps,word,8
5486,commonwealth,word,40
5487,iroquois,word,5
5488,premier,word,13
5489,dental,word,5
5490,destroyed,word,13
5491,buildings,word,8
5492,south side,word,13
5493,blacks,word,8
5494,trees,word,5
5495,experiences,word,5
5496,tourists,word,5
5497,soldier field,word,5
5498,republicans,word,7
5499,teachers,word,6
5500,colleges,word,6
5501,formalin,word,10
5502,particle,word,7
5503,irritation,word,11
5504,condensed,word,20
5505,diffraction,word,5
5506,polyatomic,word,5
5507,empirical,word,24
5508,equation,word,5
5509,dehydrogenation,word,6
5510,condense,word,6
5511,phenol,word,9
5512,plywood,word,7
5513,photography,word,11
5514,ppm,word,18
5515,epa,word,12
5516,leukemia,word,9
5517,occupation,word,7
5518,fiberboard,word,5
5519,registration,word,5
5520,scandal,word,15
5521,fouryear,word,6
5522,livestock,word,17
5523,fish,word,18
5524,condensed formula,word,5
5525,empirical formula,word,11
5526,homes,word,7
5527,pashto,word,9
5528,emirate,word,19
5529,ideology,word,16
5530,pashtun,word,22
5531,deobandi,word,7
5532,kabul,word,52
5533,insurgency,word,14
5534,mullah,word,46
5535,omar,word,42
5536,mujahideen,word,10
5537,warlord,word,6
5538,militia,word,14
5539,harsh,word,7
5540,offensive,word,7
5541,burqa,word,8
5542,plural,word,7
5543,speaker,word,5
5544,spell,word,5
5545,pakistani,word,15
5546,prefix,word,14
5547,occupy,word,5
5548,islami,word,11
5549,isi,word,6
5550,rgime,word,18
5551,gulbuddin,word,6
5552,hekmatyar,word,7
5553,hezbe,word,9
5554,initiation,word,5
5555,massoud,word,6
5556,reconstruction,word,7
5557,herat,word,6
5558,khan,word,8
5559,kandahar,word,15
5560,regime,word,5
5561,buddha,word,11
5562,iranian,word,8
5563,senior,word,13
5564,anderson,word,10
5565,mujahid,word,7
5566,slaughter,word,10
5567,hazara,word,21
5568,shia,word,26
5569,suhail,word,6
5570,raid,word,8
5571,bombing,word,5
5572,mosque,word,6
5573,freeze,word,5
5574,segregate,word,5
5575,haqqani,word,17
5576,refuge,word,6
5577,quran,word,5
5578,jihad,word,11
5579,hanafi,word,6
5580,pigeon,word,6
5581,separation,word,5
5582,bamyan,word,11
5583,salafi,word,6
5584,unity,word,7
5585,politically,word,5
5586,mazarisharif,word,7
5587,uzbek,word,5
5588,hazaras,word,9
5589,opportunity,word,11
5590,uprising,word,5
5591,sunni,word,8
5592,salam,word,6
5593,amir,word,16
5594,jirga,word,6
5595,almuminin,word,5
5596,prophet,word,9
5597,malkasian,word,5
5598,laden,word,5
5599,shomali,word,8
5600,plain,word,8
5601,labour,word,11
5602,opposite,word,5
5603,shelter,word,7
5604,hindus,word,5
5605,afghani,word,5
5606,rescue,word,77
5607,charity,word,6
5608,mission,word,26
5609,kite,word,8
5610,fly,word,11
5611,trap,word,8
5612,boost,word,8
5613,oslo,word,6
5614,survivor,word,7
5615,islamic emirate,word,14
5616,talibans,word,14
5617,islamic state,word,11
5618,spelling,word,5
5619,afghanistans,word,14
5620,units,word,9
5621,pigeons,word,5
5622,birds,word,8
5623,statues,word,7
5624,murdered,word,6
5625,trained,word,5
5626,enemy lines,word,6
5627,missions,word,9
5628,talks,word,8
5629,tenoxicam,word,34
5630,nonsteroidal antiinflammatory drugs,word,10
5631,cpa,word,282
5632,androcur,word,11
5633,ethinylestradiol,word,22
5634,diane,word,11
5635,androgendependent,word,7
5636,acne,word,16
5637,puberty,word,13
5638,highdose,word,12
5639,infertility,word,5
5640,scalp,word,10
5641,gnrh,word,17
5642,flutamide,word,6
5643,bicalutamide,word,6
5644,spironolactone,word,9
5645,estradiol,word,10
5646,valerate,word,5
5647,hirsutism,word,18
5648,menopausal,word,8
5649,deprivation,word,5
5650,castration,word,10
5651,diethylstilbestrol,word,7
5652,arousal,word,6
5653,higherdose,word,6
5654,hypogonadism,word,10
5655,meninge,word,6
5656,pituitary,word,8
5657,teratogenicity,word,6
5658,alzheimer,word,5
5659,birth control pill,word,6
5660,hair loss,word,5
5661,suppressing,word,5
5662,meninges,word,6
5663,recreationally,word,14
5664,sedatives,word,13
5665,apparicine,word,20
5666,nmr,word,10
5667,decoupling,word,5
5668,isotope,word,7
5669,uleine,word,6
5670,kor,word,8
5671,jdtic,word,5
5672,naloxegol,word,6
5673,opioidinduced,word,5
5674,fibromyalgia,word,6
5675,migraine,word,6
5676,peripherally,word,6
5677,predict,word,6
5678,domperidone,word,8
5679,metoclopramide,word,6
5680,anticholinergic,word,10
5681,orphenadrine,word,5
5682,switching,word,7
5683,synergistic,word,5
5684,oic,word,7
5685,laxative,word,10
5686,hypothalamus,word,12
5687,macrophage,word,6
5688,precipitate,word,5
5689,nalmefene,word,5
5690,distressing,word,6
5691,etorphine,word,11
5692,thebaine,word,6
5693,demerol,word,18
5694,farben,word,5
5695,poppybase,word,5
5696,pomc,word,6
5697,endomorphin,word,9
5698,dihydroetorphine,word,13
5699,piminodine,word,6
5700,parafluorofentanyl,word,5
5701,bwu,word,6
5702,older adults,word,7
5703,opioid analgesic,bigram,3
5704,immune system,word,6
5705,opioid antagonists,word,5
5706,mechanical,word,5
5707,fuse,word,5
5708,punches,word,5
5709,pdb,word,39
5710,wwpdb,word,9
5711,rcsb,word,6
5712,software,word,5
5713,computer,word,5
5714,mmcif,word,5
5715,fit,word,5
5716,identifier,word,6
5717,fairfax,word,13
5718,chesapeake,word,18
5719,piedmont,word,8
5720,shenandoah,word,15
5721,hampton,word,14
5722,norfolk,word,23
5723,powhatan,word,8
5724,plantation,word,5
5725,virginian,word,35
5726,confederacy,word,6
5727,hunter,word,8
5728,cave,word,5
5729,tidewater,word,13
5730,expedition,word,9
5731,raleigh,word,7
5732,cavalier,word,5
5733,upset,word,5
5734,mason,word,6
5735,bloc,word,5
5736,cotton,word,9
5737,breeding,word,5
5738,confederate,word,7
5739,manassas,word,6
5740,fredericksburg,word,7
5741,blacksburg,word,8
5742,alexandria,word,10
5743,prince,word,15
5744,byrd,word,5
5745,arlington,word,17
5746,segregation,word,5
5747,langley,word,8
5748,relocate,word,5
5749,tennessee,word,10
5750,latitude,word,5
5751,deviation,word,6
5752,bristol,word,8
5753,charlottesville,word,9
5754,plateau,word,8
5755,commonwealths,word,9
5756,gulf,word,5
5757,rain,word,5
5758,dismal,word,5
5759,spruce,word,9
5760,deer,word,5
5761,whale,word,5
5762,breed,word,5
5763,conservation,word,10
5764,downhill,word,5
5765,roanoke,word,9
5766,oyster,word,6
5767,wilderness,word,8
5768,undeveloped,word,6
5769,logging,word,5
5770,forestry,word,9
5771,williamsburg,word,5
5772,loudoun,word,8
5773,immigration,word,11
5774,arda,word,7
5775,lynchburg,word,9
5776,fishing,word,10
5777,wolfe,word,14
5778,twoweek,word,6
5779,veto,word,6
5780,ralph,word,7
5781,uva,word,5
5782,virginians,word,25
5783,james,word,5
5784,nasa,word,5
5785,relay,word,8
5786,golf,word,6
5787,softball,word,5
5788,virginia beach,word,5
5789,northern virginia,word,19
5790,chesapeake bay,word,9
5791,hampton roads,word,7
5792,tidewater region,word,5
5793,virginia state,word,5
5794,borders,word,8
5795,islands,word,5
5796,national park,word,8
5797,diflunisal,word,24
5798,sclerosis,word,7
5799,candoxatril,word,24
5800,endopeptidase,word,5
5801,phosphoramidon,word,6
5802,basal,word,6
5803,epithelium,word,5
5804,curve,word,5
5805,auc,word,11
5806,variability,word,7
5807,interindividual,word,7
5808,nonintravenous,word,5
5809,clearance,word,16
5810,bioequivalence,word,8
5811,benzydamine,word,19
5812,cannabinoid,word,5
5813,rostral,word,7
5814,cranial,word,9
5815,skull,word,6
5816,olfactory,word,8
5817,cerebrum,word,7
5818,midbrain,word,8
5819,thalamus,word,12
5820,pns,word,9
5821,anterior,word,11
5822,pon,word,6
5823,cerebellum,word,19
5824,mesencephalon,word,10
5825,pons,word,8
5826,sorting,word,7
5827,neocortex,word,18
5828,hippocampus,word,7
5829,groove,word,5
5830,telencephalon,word,10
5831,ventricle,word,8
5832,convolution,word,6
5833,complexity,word,6
5834,routine,word,6
5835,gray matter,word,5
5836,nuclei,word,5
5837,basal ganglia,word,5
5838,cerebral hemispheres,word,7
5839,neural tube,word,5
5840,vascular,word,10
5841,voltarol,word,6
5842,vulture,word,26
5843,vultures,word,7
5844,proadifen,word,8
5845,nabiximol,word,17
5846,sativex,word,13
5847,spasticity,word,15
5848,otsuka,word,5
5849,nabiximols,word,11
5850,prototype,word,7
5851,norpethidine,word,15
5852,kilo,word,9
5853,rugged,word,12
5854,alberta,word,12
5855,yukon,word,12
5856,montana,word,9
5857,victoria,word,51
5858,salish,word,6
5859,haida,word,7
5860,fraser,word,16
5861,canyon,word,8
5862,westminster,word,15
5863,arable,word,6
5864,okanagan,word,19
5865,kilometre,word,7
5866,terrain,word,8
5867,subarctic,word,6
5868,flora,word,5
5869,osoyoos,word,6
5870,kamloop,word,6
5871,bcs,word,8
5872,cariboo,word,12
5873,fog,word,7
5874,lytton,word,5
5875,rupert,word,7
5876,sheep,word,8
5877,salmon,word,6
5878,maple,word,5
5879,arbutus,word,5
5880,arrival,word,10
5881,mackenzie,word,5
5882,overland,word,17
5883,trading,word,9
5884,hbc,word,5
5885,nanaimo,word,5
5886,caledonia,word,6
5887,burnaby,word,5
5888,superb,word,5
5889,coquitlam,word,6
5890,transcontinental,word,5
5891,ndp,word,30
5892,resign,word,8
5893,pipeline,word,5
5894,hollywood,word,7
5895,translink,word,6
5896,skytrain,word,5
5897,pacific northwest,word,6
5898,pacific ocean,word,6
5899,canadas,word,5
5900,vancouver island,word,19
5901,british columbians,word,5
5902,valleys,word,5
5903,reserves,word,5
5904,social credit,word,6
5905,liberals,word,7
5906,artists,word,7
5907,parenthesis,word,5
5908,formulae,word,15
5909,connectivity,word,12
5910,fullerene,word,6
5911,chemical formulae,word,13
5912,structural formula,word,8
5913,isomers,word,6
5914,hill system,word,5
5915,atc,word,5
5916,thiopentone,word,6
5917,hospira,word,8
5918,autopsy,word,5
5919,sodium thiopental,word,15
5920,ciglitazone,word,10
5921,thiazolidinedione,word,5
5922,murine,word,5
5923,angiogenesis,word,8
5924,dolophine,word,11
5925,methadose,word,7
5926,mmt,word,7
5927,tdp,word,12
5928,amiodarone,word,5
5929,herg,word,5
5930,levomethadone,word,8
5931,piece,word,7
5932,crashes,word,6
5933,evasion,word,6
5934,contraband,word,31
5935,smuggler,word,35
5936,chowdhury,word,8
5937,smugglers,word,19
5938,cigarettes,word,5
5939,people smuggling,word,5
5940,traffickers,word,7
5941,transport contraband,word,7
5942,pack animals,word,5
5943,tools,word,6
5944,kilogramme,word,9
5945,planck,word,5
5946,ipk,word,6
5947,cgpm,word,8
5948,cipm,word,5
5949,planck constant,word,5
5950,jann,word,10
5951,wenner,word,25
5952,bandlab,word,5
5953,dylan,word,5
5954,rolling,word,27
5955,publisher,word,13
5956,taibbi,word,7
5957,editorial,word,6
5958,glixel,word,8
5959,bush,word,6
5960,defamation,word,5
5961,eramo,word,6
5962,guzmn,word,7
5963,kfor,word,5
5964,ivermectin,word,5
5965,meek,word,7
5966,rolling stones,word,5
5967,rolling stone,word,18
5968,stones,word,6
5969,neuropsychiatric,word,6
5970,dsmtr,word,6
5971,orientation,word,6
5972,validate,word,5
5973,trainee,word,7
5974,risperidone,word,6
5975,caregivers,word,5
5976,lipotropin,word,25
5977,feldberg,word,6
5978,zafirlukast,word,138
5979,eosinophilic,word,5
5980,granulomatosis,word,5
5981,polyangiitis,word,10
5982,eosinophilic granulomatosis,word,5
5983,pararescueman,word,19
5984,pjs,word,10
5985,enlisted,word,5
5986,aircrew,word,22
5987,parachutist,word,9
5988,parachute,word,11
5989,paradoctor,word,5
5990,patrol,word,9
5991,squadron,word,8
5992,cbi,word,7
5993,helicopter,word,12
5994,evacuation,word,5
5995,afb,word,5
5996,snorkel,word,10
5997,parachuting,word,5
5998,beret,word,8
5999,cadet,word,5
6000,pjoc,word,10
6001,apjoc,word,10
6002,pararescuemen,word,11
6003,air rescue,word,9
6004,pararescue teams,word,5
6005,axelopran,word,17
6006,microbiome,word,5
6007,metastasis,word,5
6008,stub wikipedia,bigram,20
6009,help expand,bigram,17
6010,article help,bigram,11
6011,analgesicrelate article,bigram,10
6012,nonsteroidal antiinflammatory,bigram,5
6013,effect pain,bigram,4
6014,article relate,bigram,4
6015,system help,bigram,4
6016,animal study,bigram,3
6017,nsaid effect,bigram,3
6018,antiinflammatory drug,bigram,3
6019,drug receptor,bigram,3
6020,opioid morphine,bigram,3
6021,dose time,bigram,3
6022,duration control,bigram,3
6023,receptor effect,bigram,3
6024,food fda,bigram,3
6025,united state,bigram,3
6026,potent selective,bigram,3
6027,overdose death,bigram,2
6028,increase report,bigram,2
6029,drugs time,bigram,2
6030,prescription need,bigram,2
6031,increase cocaine,bigram,2
6032,kappa delta,bigram,2
6033,report cause,bigram,2
6034,death show,bigram,2
6035,action start,bigram,2
6036,control quota,bigram,2
6037,cause people,bigram,2
6038,high pressure,bigram,2
6039,drug nsaid,bigram,2
6040,agonist drug,bigram,2
6041,produce analgesia,bigram,2
6042,dependence abuse,bigram,2
6043,wikipedia inn,bigram,2
6044,mixed agonistantagonist,bigram,2
6045,inclusion year,bigram,2
6046,available generic,bigram,2
6047,dose injection,bigram,2
6048,country result,bigram,2
6049,drug effect,bigram,2
6050,pyrazolone derivative,bigram,2
6051,high world,bigram,2
6052,medicine agency,bigram,2
6053,united use,bigram,2
6054,france trial,bigram,2
6055,development tolerance,bigram,2
6056,effects animals,bigram,2
6057,central nervous,bigram,2
6058,low high,bigram,2
6059,risk drug,bigram,2
6060,drug medical,bigram,2
6061,surgery removal,bigram,2
6062,constipation respiratory,bigram,2
6063,drug pain,bigram,2
6064,test mouse,bigram,2
6065,higher doses,bigram,2
6066,overdose patient,bigram,2
6067,use ban,bigram,2
6068,country crime,bigram,2
6069,year states,bigram,2
6070,drug high,bigram,2
6071,analgesia catheter,bigram,2
6072,catheter administration,bigram,2
6073,administration risk,bigram,2
6074,risk needle,bigram,2
6075,needle space,bigram,2
6076,space childbirth,bigram,2
6077,childbirth spinal,bigram,2
6078,spinal effect,bigram,2
6079,pain administer,bigram,2
6080,administer people,bigram,2
6081,people labor,bigram,2
6082,labor technique,bigram,2
6083,technique injection,bigram,2
6084,injection use,bigram,2
6085,use administered,bigram,2
6086,administered medication,bigram,2
6087,medication anesthetic,bigram,2
6088,anesthetic low,bigram,2
6089,low surgery,bigram,2
6090,surgery complication,bigram,2
6091,complication complications,bigram,2
6092,complications placement,bigram,2
6093,placement cause,bigram,2
6094,cause loss,bigram,2
6095,loss dose,bigram,2
6096,time place,bigram,2
6097,place nerve,bigram,2
6098,nerve pressure,bigram,2
6099,pressure mother,bigram,2
6100,mother puncture,bigram,2
6101,puncture decrease,bigram,2
6102,decrease blood,bigram,2
6103,level effective,bigram,2
6104,effective severe,bigram,2
6105,severe site,bigram,2
6106,site rate,bigram,2
6107,rate woman,bigram,2
6108,woman method,bigram,2
6109,method block,bigram,2
6110,block insertion,bigram,2
6111,insertion oral,bigram,2
6112,oral opioid,bigram,2
6113,opioid increase,bigram,2
6114,increase oxytocin,bigram,2
6115,oxytocin birth,bigram,2
6116,birth occur,bigram,2
6117,occur dura,bigram,2
6118,dura medicine,bigram,2
6119,medicine cord,bigram,2
6120,cord result,bigram,2
6121,result headache,bigram,2
6122,headache usually,bigram,2
6123,usually procedure,bigram,2
6124,procedure inject,bigram,2
6125,inject local,bigram,2
6126,local duration,bigram,2
6127,control infection,bigram,2
6128,infection rare,bigram,2
6129,rare spine,bigram,2
6130,spine lumbar,bigram,2
6131,lumbar perform,bigram,2
6132,perform day,bigram,2
6133,day person,bigram,2
6134,person follow,bigram,2
6135,follow tip,bigram,2
6136,tip describe,bigram,2
6137,describe sensation,bigram,2
6138,sensation commonly,bigram,2
6139,commonly intravenous,bigram,2
6140,intravenous problem,bigram,2
6141,problem air,bigram,2
6142,air insert,bigram,2
6143,insert rarely,bigram,2
